,sl.no.,correct,Question_link,direction,explanation,section_type,optA,optB,optC,optD,optE,category,usedFor,lang,sources,name
590,30,a,https://i.imgur.com/oVJjfKL.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
591,31,d,https://i.imgur.com/ONqpf4b.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
592,32,b,https://i.imgur.com/hHazDOK.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
593,33,c,https://i.imgur.com/yE69qjK.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
594,34,b,https://i.imgur.com/DoZjuBQ.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
595,35,d,https://i.imgur.com/0Zi8BsM.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
596,36,d,https://i.imgur.com/kOb2Qcc.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
597,37,d,https://i.imgur.com/JKOoccU.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
598,38,b,https://i.imgur.com/oaBBUfQ.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
599,39,d,https://i.imgur.com/av5QQpY.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
600,40,d,https://i.imgur.com/2NPG7vw.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
601,41,d,https://i.imgur.com/UCTgt5O.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
602,42,c,https://i.imgur.com/1qVOA4N.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
603,43,a,https://i.imgur.com/C3ca8Zr.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
604,44,b,https://i.imgur.com/8Shi3LO.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
605,45,c,https://i.imgur.com/llwZx5O.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
606,46,a,https://i.imgur.com/3GxhaWj.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
607,47,c,https://i.imgur.com/nfoNb3z.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
608,48,d,https://i.imgur.com/uSEZYEP.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
609,49,d,https://i.imgur.com/51SRZES.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
610,50,a,https://i.imgur.com/YkuHI0m.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
611,51,d,https://i.imgur.com/offbmGx.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
612,53,d,https://i.imgur.com/qwYe2tb.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
613,54,a,https://i.imgur.com/0xLTHZ1.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
614,55,b,https://i.imgur.com/nLSwJrR.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
615,56,c,https://i.imgur.com/XqPTHav.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
616,57,b,https://i.imgur.com/VeoIbCb.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
617,58,a,https://i.imgur.com/tN2Laus.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
618,59,a,https://i.imgur.com/YJIWgE0.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
619,60,b,https://i.imgur.com/35TCboc.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
620,61,b,https://i.imgur.com/wRbh9qd.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
621,62,a,https://i.imgur.com/f21RRxB.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
622,63,d,https://i.imgur.com/lnzvgYZ.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
623,64,b,https://i.imgur.com/08jnagm.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
624,65,a,https://i.imgur.com/1bl77ug.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
625,66,a,https://i.imgur.com/D9MiJDv.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
626,67,b,https://i.imgur.com/f0NkTK4.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
627,68,d,https://i.imgur.com/PUrGDBn.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
628,69,d,https://i.imgur.com/fmySvRV.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
629,70,c,https://i.imgur.com/JnISI2V.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
630,71,b,https://i.imgur.com/E8xUqoA.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
631,72,b,https://i.imgur.com/yWVbLBb.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
632,73,a,https://i.imgur.com/nLCCa6S.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
633,74,d,https://i.imgur.com/U2F5855.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
634,75,d,https://i.imgur.com/CXd0Rcx.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
635,76,d,https://i.imgur.com/A4yK5L9.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
636,77,c,https://i.imgur.com/JRXJA8F.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
637,78,d,https://i.imgur.com/JXSH88r.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
638,79,d,https://i.imgur.com/ivqzhH9.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
639,80,c,https://i.imgur.com/E81M5VJ.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
640,83,a,https://i.imgur.com/nYWlP6j.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
641,84,b,https://i.imgur.com/OlDPhwZ.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
642,85,b,https://i.imgur.com/a2vNAfb.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
643,86,b,https://i.imgur.com/vPwcF5T.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
644,87,a,https://i.imgur.com/RjdNJAS.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
645,88,a,https://i.imgur.com/JdLzdY9.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
646,89,a,https://i.imgur.com/b5mqrq9.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
647,90,a,https://i.imgur.com/YE5XE1n.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
648,91,a,https://i.imgur.com/rKTvoEB.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
649,92,c,https://i.imgur.com/Y6LrxnP.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
650,93,b,https://i.imgur.com/BVbbFBJ.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
651,94,d,https://i.imgur.com/4F3YUFN.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
652,95,b,https://i.imgur.com/usIoFiC.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
653,99,d,https://i.imgur.com/TRF9lZ8.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
654,100,b,https://i.imgur.com/z5vGHkU.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
655,101,b,https://i.imgur.com/02XYmpW.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
656,102,a,https://i.imgur.com/HG9Tmqs.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
657,103,d,https://i.imgur.com/FFdnZSC.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
658,104,b,https://i.imgur.com/TeJrYn6.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
659,105,b,https://i.imgur.com/CEA57II.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
660,106,b,https://i.imgur.com/YhRRCID.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
661,107,c,https://i.imgur.com/B7md3HP.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
662,108,c,https://i.imgur.com/RlgiqrQ.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
663,109,a,https://i.imgur.com/u4BuNI3.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
664,110,b,https://i.imgur.com/M7O7218.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
665,111,a,https://i.imgur.com/hCVJ9FA.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
666,112,b,https://i.imgur.com/QEjR9CO.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
667,113,b,https://i.imgur.com/qlcW4xa.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
668,114,c,https://i.imgur.com/gUvg6pe.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
669,115,b,https://i.imgur.com/b2KC8o5.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
670,116,a,https://i.imgur.com/to3SaLJ.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
671,117,a,https://i.imgur.com/dDpLtHN.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
672,118,c,https://i.imgur.com/SI2c41C.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
673,120,d,https://i.imgur.com/3t24Pr4.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
674,121,d,https://i.imgur.com/PhrLqRx.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
675,122,a,https://i.imgur.com/XwfQ7k6.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
676,123,c,https://i.imgur.com/oacurRG.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
677,124,c,https://i.imgur.com/LaFT6BW.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
678,125,b,https://i.imgur.com/PoNkBYv.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
679,1,c,https://i.imgur.com/YQJOuqE.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
680,2,a,https://i.imgur.com/9f9P3mi.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
681,3,d,https://i.imgur.com/nU3fLcV.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
682,4,b,https://i.imgur.com/wrkGmcb.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
683,5,a,https://i.imgur.com/Y7yZvzh.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
684,6,d,https://i.imgur.com/OO81yYv.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
685,7,d,https://i.imgur.com/NyWaV3b.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
686,8,b,https://i.imgur.com/xBUSDCz.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
687,9,b,https://i.imgur.com/8o89EfC.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
688,10,d,https://i.imgur.com/2GLN0at.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
689,11,b,https://i.imgur.com/p3eQ5pD.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
690,12,d,https://i.imgur.com/glPamWt.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
691,13,a,https://i.imgur.com/VyOCLgi.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
692,14,d,https://i.imgur.com/ucgH5xl.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
693,15,b,https://i.imgur.com/wTnvDER.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
694,16,a,https://i.imgur.com/4AXc6A7.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
695,17,d,https://i.imgur.com/c2xk4hy.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
696,18,b,https://i.imgur.com/b5rUADI.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
697,19,d,https://i.imgur.com/nxA5DcN.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
698,20,a,https://i.imgur.com/zgz0yF6.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
699,21,b,https://i.imgur.com/UpMtsAZ.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
700,22,b,https://i.imgur.com/1oCDiJE.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
701,23,d,https://i.imgur.com/BhdrHiT.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
702,24,d,https://i.imgur.com/C4m63ku.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
703,25,b,https://i.imgur.com/IFjq2xc.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
704,26,a,https://i.imgur.com/AfCMJIP.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
705,27,a,https://i.imgur.com/Mg9YvQE.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
706,28,d,https://i.imgur.com/cLYO5dM.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
707,29,a,https://i.imgur.com/UdKG84q.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
708,30,c,https://i.imgur.com/83SrXRl.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
709,31,c,https://i.imgur.com/4zsBMEz.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
710,32,a,https://i.imgur.com/ZUXp5Cl.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
711,33,c,https://i.imgur.com/r6wMMCA.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
712,34,a,https://i.imgur.com/gEUCI9x.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
713,35,d,https://i.imgur.com/1ihg7i5.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
714,36,a,https://i.imgur.com/FNPaafs.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
715,37,c,https://i.imgur.com/1qPgDDa.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
716,38,d,https://i.imgur.com/wafkgDe.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
717,39,b,https://i.imgur.com/3vPr4JI.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
718,40,c,https://i.imgur.com/PGjSpTH.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
719,41,d,https://i.imgur.com/qS9ssFB.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
720,42,b,https://i.imgur.com/vG4lGuJ.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
721,43,d,https://i.imgur.com/QCfOWwf.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
722,44,b,https://i.imgur.com/yQ6FvJO.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
723,45,b,https://i.imgur.com/B4EZY6z.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
724,46,a,https://i.imgur.com/DdQIJbF.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
725,47,b,https://i.imgur.com/sEpeSGZ.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
726,48,a,https://i.imgur.com/ZbTktHn.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
727,49,c,https://i.imgur.com/09AgiW3.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
728,50,c,https://i.imgur.com/wdjNQU6.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
729,51,d,https://i.imgur.com/Yj1aaAS.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
730,52,c,https://i.imgur.com/5snpYnO.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
731,53,d,https://i.imgur.com/X7b72Jf.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
732,54,d,https://i.imgur.com/SzNNvNd.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
733,55,d,https://i.imgur.com/xYpp6Bk.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
734,56,b,https://i.imgur.com/KrPjUO4.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
735,57,b,https://i.imgur.com/HTROlvP.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
736,58,d,https://i.imgur.com/ALBv7n9.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
737,59,c,https://i.imgur.com/cqFpsz0.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
738,60,a,https://i.imgur.com/DhhMQTy.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
739,61,d,https://i.imgur.com/0fWqHNP.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
740,62,c,https://i.imgur.com/JuyHX0y.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
741,63,a,https://i.imgur.com/dGhurKT.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
742,64,d,https://i.imgur.com/HjldRiL.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
743,65,b,https://i.imgur.com/7tsMaA6.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
744,66,c,https://i.imgur.com/HnL6cdc.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
745,67,a,https://i.imgur.com/wIBU0Bq.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
746,68,d,https://i.imgur.com/1POVdm8.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
747,69,a,https://i.imgur.com/p6aH6mE.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
748,70,a,https://i.imgur.com/ivNb5iB.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
749,71,a,https://i.imgur.com/LWBoGJn.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
750,72,a,https://i.imgur.com/M2XNRst.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
751,73,b,https://i.imgur.com/jLeIp2A.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
752,74,d,https://i.imgur.com/4dgjl0j.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
753,75,c,https://i.imgur.com/YKc4NCR.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
754,76,c,https://i.imgur.com/hgLKwYO.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
755,77,b,https://i.imgur.com/gdHXYWt.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
756,78,c,https://i.imgur.com/zwdGhJ8.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
757,79,c,https://i.imgur.com/y8dHlTE.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
758,80,b,https://i.imgur.com/BLyPSHB.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
759,81,b,https://i.imgur.com/JAsDh5k.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
760,82,a,https://i.imgur.com/jZ9jmVO.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
761,83,d,https://i.imgur.com/z4e7AHc.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
762,84,d,https://i.imgur.com/qPhduOe.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
763,85,d,https://i.imgur.com/DO6FpMt.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
764,86,b,https://i.imgur.com/1KqsC0D.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
765,87,c,https://i.imgur.com/abkVKYM.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
766,88,d,https://i.imgur.com/fbXbfm1.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
767,89,c,https://i.imgur.com/WVinj5Z.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
768,90,b,https://i.imgur.com/9sLoTM6.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
769,91,d,https://i.imgur.com/Unf1eVJ.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
770,92,b,https://i.imgur.com/lfKzyzt.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
771,94,e,https://i.imgur.com/JcMKdz6.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
772,95,d,https://i.imgur.com/0asQRiV.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
773,96,d,https://i.imgur.com/p5ixLZ3.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
774,97,c,https://i.imgur.com/N5ov2zS.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
775,98,b,https://i.imgur.com/RxYcSgT.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
776,99,a,https://i.imgur.com/GFWs7Pp.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
777,100,d,https://i.imgur.com/r0ZGHeu.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
778,101,d,https://i.imgur.com/rWDQQj7.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
