sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,optE,category,usedFor,lang,source,name
49,4,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (46).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (46).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
50,2,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (47).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (47).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
51,3,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (48).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (48).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
52,2,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (49).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (49).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
53,2,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (50).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (50).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
54,4,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (51).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (51).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
55,4,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (52).png,,7,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (52).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
56,2,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (53).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (53).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
57,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (54).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (54).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
58,2,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (55).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (55).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
59,3,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (56).png,,5,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (56).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
60,4,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (57).png,,4,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (57).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
61,2,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (58).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (58).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
62,2,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (59).png,,3,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (59).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
64,3,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (60).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (60).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
65,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentageque/3 (61).png,,1,https://s3.amazonaws.com/trialgeometry2/kiranmathspercentagesol/3 (61).png,Maths,A,B,C,D,,10.1,ssc,Bi,Kiran Maths,Percentage
1,3,https://i.imgur.com/tgX9ZZj.png,,2,https://i.imgur.com/SO07d9b.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
2,3,https://i.imgur.com/pN2Runk.png,,4,https://i.imgur.com/DzPfIUr.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
3,4,https://i.imgur.com/2ytHve2.png,,5,https://i.imgur.com/ltFc6tv.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
5,4,https://i.imgur.com/o9ZUTiw.png,,7,https://i.imgur.com/idgkSrh.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
6,3,https://i.imgur.com/v35KvVI.png,,2,https://i.imgur.com/LxEBXW8.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
7,3,https://i.imgur.com/Gaej6rv.png,,2,https://i.imgur.com/T5x56VW.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
8,2,https://i.imgur.com/fAhNl8r.png,,"6,2",https://i.imgur.com/6OiR51f.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
9,1,https://i.imgur.com/SeqIBt4.png,,7,https://i.imgur.com/yncgrXU.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
10,3,https://i.imgur.com/BnfGZxZ.png,,2,https://i.imgur.com/jyhwtAw.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
11,2,https://i.imgur.com/swYpxQI.png,,3,https://i.imgur.com/GmCekcf.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
12,4,https://i.imgur.com/4sGJ8ZL.png,,2,https://i.imgur.com/LgY9QqL.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
13,1,https://i.imgur.com/egFtDhY.png,,6,https://i.imgur.com/FhHRxZb.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
14,2,https://i.imgur.com/v2opGmD.png,,7,https://i.imgur.com/FFr4NgK.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
15,2,https://i.imgur.com/YNu3s1d.png,,2,https://i.imgur.com/BrmhNv7.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
16,4,https://i.imgur.com/888TVtv.png,,2,https://i.imgur.com/86v7mhA.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
17,1,https://i.imgur.com/YcVABXa.png,,4,https://i.imgur.com/Go87Adk.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
1,3,https://i.imgur.com/BCyFXSV.png,,8,https://i.imgur.com/KRT4Br8.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
2,2,https://i.imgur.com/D476ZQn.png,,4,https://i.imgur.com/X1J7J4j.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
3,3,https://i.imgur.com/fWrGMjc.png,,8,https://i.imgur.com/d3X5sk9.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
4,1,https://i.imgur.com/928EZ05.png,,4,https://i.imgur.com/bNmPwrW.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
5,3,https://i.imgur.com/W56kX8U.png,,2,https://i.imgur.com/Kf0XGYc.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
6,2,https://i.imgur.com/A0tP5bm.png,,"2,6",https://i.imgur.com/uL162TI.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
7,2,https://i.imgur.com/efSwaVq.png,,3,https://i.imgur.com/oGAoSKR.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
8,1,https://i.imgur.com/5Rl9UlU.png,,7,https://i.imgur.com/86Y8mgD.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
1,2,https://i.imgur.com/w6Lzxw1.png,,"2,7",https://i.imgur.com/zmIvb3i.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
2,4,https://i.imgur.com/Ih3c2DB.png,,2,https://i.imgur.com/IUV9n8n.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
3,1,https://i.imgur.com/5BW0RF6.png,,2,https://i.imgur.com/bBCokCY.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
4,4,https://i.imgur.com/pInMSfj.png,,2,https://i.imgur.com/3HnaNvv.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
5,4,https://i.imgur.com/kAqJF7J.png,,"2,3",https://i.imgur.com/n7e7T1Y.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
6,3,https://i.imgur.com/pCSAe2c.png,,"2,3",https://i.imgur.com/YiX6SvK.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
7,4,https://i.imgur.com/mDB3Bs0.png,,"2,3",https://i.imgur.com/dAGZmuK.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
8,4,https://i.imgur.com/ISq9tZZ.png,,4,https://i.imgur.com/s8HGNnV.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
10,3,https://i.imgur.com/QZYaPYL.png,,6,https://i.imgur.com/PPU8otI.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
11,1,https://i.imgur.com/z8ZXSU5.png,,"1,2",https://i.imgur.com/0ydG4no.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
12,2,https://i.imgur.com/1JxTZ8n.png,,Substituting,https://i.imgur.com/TwRjlLD.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
2,3,https://i.imgur.com/Ee7gdIh.png,,"2,3",https://i.imgur.com/K2JnDT2.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
3,4,https://i.imgur.com/GTgjY1T.png,,2,https://i.imgur.com/oHxfFye.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
4,4,https://i.imgur.com/jOG4Vk7.png,,simplifying,https://i.imgur.com/8Rx3enO.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
1,2,https://i.imgur.com/yxCA69F.png,,"2,7",https://i.imgur.com/efdki4m.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
2,3,https://i.imgur.com/9Jp7T5p.png,,4,https://i.imgur.com/UEphgLl.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
3,1,https://i.imgur.com/Atmpvqw.png,,"2,3",https://i.imgur.com/RmZOVBx.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
4,2,https://i.imgur.com/MRzIbD5.png,,3,https://i.imgur.com/r1jXIKJ.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
6,4,https://i.imgur.com/VpDKknB.png,,"2,3",https://i.imgur.com/foDmNJw.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
7,2,https://i.imgur.com/MQ8q2af.png,,8,https://i.imgur.com/5qYeNqZ.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
8,2,https://i.imgur.com/kAKhOnn.png,,4,https://i.imgur.com/kizXUCO.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
10,2,https://i.imgur.com/MLoUuFV.png,,7,https://i.imgur.com/ECQCJhY.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
11,2,https://i.imgur.com/2SjL9xq.png,,4,https://i.imgur.com/zfNt3xy.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
12,4,https://i.imgur.com/6HHmnaa.png,,3,https://i.imgur.com/RIHe4SP.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
14,4,https://i.imgur.com/VOZ6Nrf.png,,"2,3",https://i.imgur.com/Lp1jcws.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
15,3,https://i.imgur.com/gxDi25q.png,,"2,6",https://i.imgur.com/wQ47quN.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
16,4,https://i.imgur.com/28nJ5dq.png,,2,https://i.imgur.com/bbZD2nU.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
17,4,https://i.imgur.com/geyl3rE.png,,7,https://i.imgur.com/6E6cevC.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
18,1,https://i.imgur.com/XKt3s1T.png,,2,https://i.imgur.com/9gIpiMv.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
19,1,https://i.imgur.com/azrv6t2.png,,7,https://i.imgur.com/zeWkjt5.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
20,3,https://i.imgur.com/j4jSQhK.png,,7,https://i.imgur.com/foyzS6o.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
21,2,https://i.imgur.com/G5yCMaI.png,,2,https://i.imgur.com/eHr4tpe.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
23,1,https://i.imgur.com/kydi11P.png,,"2,3",https://i.imgur.com/AiYT2Gm.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
24,2,https://i.imgur.com/UvwkE22.png,,4,https://i.imgur.com/xwg5joS.png,Maths,A,B,C,D,,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
1,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (01).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (01).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (02).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (02).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (03).png,,"3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (03).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (04).png,,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (04).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (05).png,,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (05).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
6,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (06).png,,5,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (06).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
7,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (07).png,,"3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (07).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
8,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (08).png,,"3,1",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (08).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
9,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (09).png,,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (09).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
10,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (10).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (10).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
11,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (11).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (11).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
12,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (12).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (12).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
13,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (13).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (13).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
14,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (14).png,,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (14).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
15,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (15).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (15).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
16,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (16).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (16).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
17,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (17).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (17).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
19,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (18).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (18).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
20,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (19).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (19).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
21,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (20).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (20).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
22,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (21).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (21).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
23,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (22).png,,6,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (22).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
24,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (23).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (23).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
25,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (24).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (24).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
26,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (25).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (25).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
27,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (26).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (26).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
28,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (27).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (27).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
29,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (28).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (28).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
30,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (29).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (29).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
31,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (30).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (30).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
32,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (31).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (31).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
33,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (32).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (32).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (33).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (33).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (34).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (34).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (35).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (35).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (36).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (36).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (37).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (37).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
6,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (38).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (38).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
7,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (39).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (39).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
8,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (40).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (40).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
9,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (41).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (41).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
10,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (42).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (42).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
11,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (43).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (43).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
12,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (44).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (44).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
13,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (45).png,,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (45).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
14,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (46).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (46).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
15,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (47).png,,"1,2",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (47).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
16,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (48).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (48).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
17,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (49).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (49).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (50).png,,"4,2",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (50).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (51).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (51).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
