sl.no.,correct,QuestionLink,direction,explanation,sectionType,optA,optB,optC,optD,category,usedFor,lang,sources
32,a,https://i.imgur.com/esO5jmB.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
34,a,https://i.imgur.com/THyHVYr.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
35,d,https://i.imgur.com/tLCBv0m.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
36,d,https://i.imgur.com/geZFiGw.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
37,a,https://i.imgur.com/UTiAObh.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
38,c,https://i.imgur.com/daA1QNe.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
39,a,https://i.imgur.com/KjnDe4J.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
40,a,https://i.imgur.com/cxwfQnG.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
42,b,https://i.imgur.com/s881Hwa.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
43,d,https://i.imgur.com/MRqDRd2.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
44,b,https://i.imgur.com/P57njey.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
45,c,https://i.imgur.com/UlLdji9.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
46,a,https://i.imgur.com/idYIC3a.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
47,c,https://i.imgur.com/bymrzoO.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
49,a,https://i.imgur.com/1DKHtce.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
50,d,https://i.imgur.com/4Vnud8J.png,,,cat_quant,A,B,C,D,5.1,cat,Eng,arun sharma
1,c,https://i.imgur.com/8p5Znc5.png,,https://i.imgur.com/P64GnV4.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
2,b,https://i.imgur.com/WGRzDyo.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
3,d,https://i.imgur.com/1hcLNji.png,,https://i.imgur.com/V0EO4yK.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
4,b,https://i.imgur.com/xzsO9Bc.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
5,c,https://i.imgur.com/Cawc7WL.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
7,c,https://i.imgur.com/Wp2ohDB.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
8,d,https://i.imgur.com/y6RW6VL.png,,https://i.imgur.com/Z3u98hg.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
9,a,https://i.imgur.com/KDEE8yG.png,,https://i.imgur.com/xh0rRh8.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
10,b,https://i.imgur.com/qWLlFet.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
11,c,https://i.imgur.com/R6pOeiH.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
12,d,https://i.imgur.com/JoVv6cG.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
14,a,https://i.imgur.com/Q5nyVVv.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
15,c,https://i.imgur.com/3AOepjO.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
16,a,https://i.imgur.com/AJk9zD4.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
17,b,https://i.imgur.com/n2ffOXi.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
18,c,https://i.imgur.com/deBWhym.png,,https://i.imgur.com/tSa5afq.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
19,d,https://i.imgur.com/V6tXlzf.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
21,d,https://i.imgur.com/SbXRzNH.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
22,a,https://i.imgur.com/524RJ2j.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
23,b,https://i.imgur.com/pdGgQfo.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
24,d,https://i.imgur.com/svXDIH1.png,,https://i.imgur.com/VPQOhhM.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
25,c,https://i.imgur.com/m3WaGhC.png,,https://i.imgur.com/tMWQrRu.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
26,d,https://i.imgur.com/rejPBfP.png,, ,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
27,c,https://i.imgur.com/ZO2ABWW.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
28,d,https://i.imgur.com/5a34Zi0.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
29,b,https://i.imgur.com/bFjVWTC.png,,https://i.imgur.com/Hs79hej.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
30,d,https://i.imgur.com/An76x2z.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
31,a,https://i.imgur.com/MgWjwus.png,,https://i.imgur.com/R7B1KWC.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
32,c,https://i.imgur.com/6MqXN0M.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
33,d,https://i.imgur.com/VAuBb5e.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
34,d,https://i.imgur.com/MyR0G29.png,,https://i.imgur.com/U9DdSdt.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
35,a,https://i.imgur.com/G8TkxFr.png,,https://i.imgur.com/vQnGr8h.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
36,c,https://i.imgur.com/5LHj8n3.png,https://i.imgur.com/qQ0TL06.png,https://i.imgur.com/AJQgm8X.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
37,d,https://i.imgur.com/WIV05dD.png,https://i.imgur.com/qQ0TL06.png,https://i.imgur.com/AJQgm8X.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
38,c,https://i.imgur.com/f7JUZsr.png,https://i.imgur.com/qQ0TL06.png,https://i.imgur.com/AJQgm8X.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
40,b,https://i.imgur.com/7WpoQ2I.png,,https://i.imgur.com/CsqMszS.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
41,c,https://i.imgur.com/0321nIV.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
42,d,https://i.imgur.com/T3y8tv4.png,,https://i.imgur.com/BMMdT33.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
43,a,https://i.imgur.com/vHrBJMq.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
44,b,https://i.imgur.com/P5FoEVQ.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
46,d,https://i.imgur.com/f2eIe3h.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
47,d,https://i.imgur.com/K3LeRul.png,,https://i.imgur.com/Wf4HvJ0.png,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
48,d,https://i.imgur.com/BQa9v1k.png,,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
49,a,https://i.imgur.com/XTS5T0V.png,https://i.imgur.com/5TeiOo6.png,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
50,c,https://i.imgur.com/1MIJ7fU.png,https://i.imgur.com/5TeiOo6.png,,cat_quant,A,B,C,D,5.2,cat,Eng,arun sharma
1,b,https://i.imgur.com/WrzlUap.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
2,b,https://i.imgur.com/IHykKaa.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
3,c,https://i.imgur.com/Pfzqnx9.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
4,d,https://i.imgur.com/ax631gt.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
5,a,https://i.imgur.com/EX1C6EN.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
6,b,https://i.imgur.com/v1ZJxGu.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
7,d,https://i.imgur.com/FSVzYV0.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
8,a,https://i.imgur.com/24sRb9X.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
10,a,https://i.imgur.com/06IWIRy.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
11,d,https://i.imgur.com/EFSGoKD.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
12,c,https://i.imgur.com/GvsJpEW.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
13,d,https://i.imgur.com/Iqw2bPD.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
14,b,https://i.imgur.com/ugLhcnE.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
15,c,https://i.imgur.com/0QczAjR.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
16,d,https://i.imgur.com/sAuVzt2.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
17,b,https://i.imgur.com/sLtd8zm.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
19,b,https://i.imgur.com/3XgqQku.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
20,c,https://i.imgur.com/nv1rPpX.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
21,c,https://i.imgur.com/noJ62la.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
22,b,https://i.imgur.com/gvAE0yx.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
23,c,https://i.imgur.com/i4ecqub.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
24,c,https://i.imgur.com/fAqeiVB.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
25,a,https://i.imgur.com/4jR8Ggu.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
26,d,https://i.imgur.com/boN9A0r.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
28,a,https://i.imgur.com/iiKu5nA.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
29,c,https://i.imgur.com/rKRAeVi.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
30,b,https://i.imgur.com/YQ7Y8jW.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
31,d,https://i.imgur.com/d2FrDeh.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
32,d,https://i.imgur.com/wOZIj9f.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
33,a,https://i.imgur.com/AlVnyid.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
34,b,https://i.imgur.com/7L2eQXV.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
35,b,https://i.imgur.com/PvQxBTH.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
37,c,https://i.imgur.com/aUVMx1F.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
38,c,https://i.imgur.com/BSvtAMM.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
39,d,https://i.imgur.com/a0gfHGi.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
40,c,https://i.imgur.com/b1jbovo.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
41,a,https://i.imgur.com/8DalMWK.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
42,b,https://i.imgur.com/wIByb5L.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
43,c,https://i.imgur.com/j26emvx.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
45,c,https://i.imgur.com/0lgZ3Hg.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
46,d,https://i.imgur.com/KDLB6I6.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
47,a,https://i.imgur.com/F6TcLvo.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
48,b,https://i.imgur.com/WP2h4hd.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
49,a,https://i.imgur.com/qdza9NE.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
50,c,https://i.imgur.com/Ho68vvR.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
51,c,https://i.imgur.com/0oVmeP0.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
53,b,https://i.imgur.com/f8G0uIq.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
54,b,https://i.imgur.com/CcbFKAF.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
55,c,https://i.imgur.com/UkRajFc.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
56,a,https://i.imgur.com/0gEpkNG.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
57,b,https://i.imgur.com/tux5SXC.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
58,c,https://i.imgur.com/WpPDDiO.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
59,b,https://i.imgur.com/7dsKO1K.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
61,b,https://i.imgur.com/hHRhQsE.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
62,c,https://i.imgur.com/9sqxaMK.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
63,d,https://i.imgur.com/SP3rwz9.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
64,c,https://i.imgur.com/xUINW0K.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
65,b,https://i.imgur.com/SLDWMPR.png,,,cat_quant,A,B,C,D,6.1,cat,Eng,arun sharma
1,c,https://i.imgur.com/lmvcObc.png,,https://i.imgur.com/D85jiBY.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
2,b,https://i.imgur.com/IpMpfGJ.png,,https://i.imgur.com/jsW32GR.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
3,c,https://i.imgur.com/uLg8RJK.png,,https://i.imgur.com/PaK41u8.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
4,b,https://i.imgur.com/V2woQlp.png,,https://i.imgur.com/ZZsYcIC.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
5,b,https://i.imgur.com/cXgvkWT.png,,https://i.imgur.com/btAz8Rh.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
7,c,https://i.imgur.com/WeKhNws.png,,https://i.imgur.com/6nIYBaO.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
8,c,https://i.imgur.com/Zj2sszg.png,,https://i.imgur.com/navIKzy.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
9,d,https://i.imgur.com/xqYjB56.png,,https://i.imgur.com/jLLQSBE.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
10,a,https://i.imgur.com/kojZIA8.png,,https://i.imgur.com/XEyLjr2.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
11,d,https://i.imgur.com/BAUlx3C.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
12,b,https://i.imgur.com/w8cSV3E.png,,https://i.imgur.com/15oWsIb.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
13,a,https://i.imgur.com/fV2y1qU.png,,https://i.imgur.com/S5wAsc5.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
14,a,https://i.imgur.com/bwDU4Uf.png,https://i.imgur.com/lEj09yQ.png,https://i.imgur.com/PEppzDJ.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
15,a,https://i.imgur.com/Pi0yhAB.png,https://i.imgur.com/lEj09yQ.png,https://i.imgur.com/PEppzDJ.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
16,d,https://i.imgur.com/yHefWuf.png,,https://i.imgur.com/UudKz8q.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
17,c,https://i.imgur.com/vxNzbRV.png,,https://i.imgur.com/biJBtoE.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
18,a,https://i.imgur.com/DK0ToyJ.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
19,a,https://i.imgur.com/rZTBakb.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
21,a,https://i.imgur.com/P5UMggZ.png,,https://i.imgur.com/RTMilwn.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
22,b,https://i.imgur.com/ohUAZNL.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
23,b,https://i.imgur.com/c7gd24W.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
24,c,https://i.imgur.com/E1zffXz.png,,https://i.imgur.com/YC3nqxK.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
25,d,https://i.imgur.com/p6zhei6.png,,https://i.imgur.com/IkEH9rT.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
26,c,https://i.imgur.com/goUABLw.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
28,a,https://i.imgur.com/YHYTUFp.png,,https://i.imgur.com/1iVUiXc.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
29,c,https://i.imgur.com/VSL57gc.png,,https://i.imgur.com/bmZvzYA.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
30,d,https://i.imgur.com/3gRK6rw.png,,https://i.imgur.com/yuxU0qH.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
31,c,https://i.imgur.com/847WAqC.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
32,a,https://i.imgur.com/zVpJyzx.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
33,b,https://i.imgur.com/hw7HbvD.png,https://i.imgur.com/DTjjK2X.png,https://i.imgur.com/ZrzHiDu.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
35,a,https://i.imgur.com/zHbxFDj.png,https://i.imgur.com/DTjjK2X.png,https://i.imgur.com/ZrzHiDu.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
36,b,https://i.imgur.com/YlcDGmP.png,https://i.imgur.com/DTjjK2X.png,https://i.imgur.com/ZrzHiDu.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
37,b,https://i.imgur.com/MdcFkzS.png,,https://i.imgur.com/7grezRQ.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
38,d,https://i.imgur.com/41ecgpW.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
39,d,https://i.imgur.com/mfc7mXG.png,,https://i.imgur.com/svj36ny.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
40,c,https://i.imgur.com/3UV3qsH.png,,https://i.imgur.com/deb4NCK.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
42,c,https://i.imgur.com/6WXMPZ4.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
43,a,https://i.imgur.com/8qnLh0p.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
44,c,https://i.imgur.com/QbzLyPK.png,,https://i.imgur.com/K1YicqU.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
45,a,https://i.imgur.com/O1ewYtL.png,,https://i.imgur.com/2CP0l5S.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
46,a,https://i.imgur.com/BYC3qwy.png,,https://i.imgur.com/2uTsgWC.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
47,a,https://i.imgur.com/qCkL4QO.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
48,a,https://i.imgur.com/5PyKnlm.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
49,d,https://i.imgur.com/Jr2YaXv.png,,,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
50,b,https://i.imgur.com/dqIm9Ed.png,,https://i.imgur.com/fVnZNW2.png,cat_quant,A,B,C,D,6.2,cat,Eng,arun sharma
1,d,https://i.imgur.com/Gk9cByF.png,https://i.imgur.com/xZRucwL.png,https://i.imgur.com/guDJnnx.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
2,c,https://i.imgur.com/JWhwbq3.png,https://i.imgur.com/xZRucwL.png,https://i.imgur.com/guDJnnx.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
3,b,https://i.imgur.com/4WZBhaK.png,https://i.imgur.com/xZRucwL.png,https://i.imgur.com/guDJnnx.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
4,a,https://i.imgur.com/6MaKjFN.png,https://i.imgur.com/xZRucwL.png,https://i.imgur.com/guDJnnx.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
5,d,https://i.imgur.com/jFz8hSS.png,https://i.imgur.com/xZRucwL.png,https://i.imgur.com/guDJnnx.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
6,c,https://i.imgur.com/TnOD8ul.png,,https://i.imgur.com/guDJnnx.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
7,b,https://i.imgur.com/sdtKSLl.png,,https://i.imgur.com/guDJnnx.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
8,c,https://i.imgur.com/2rUrH5I.png,,https://i.imgur.com/guDJnnx.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
9,a,https://i.imgur.com/XCnfcjg.png,,https://i.imgur.com/guDJnnx.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
10,b,https://i.imgur.com/sP9OcBh.png,,https://i.imgur.com/guDJnnx.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
16,c,https://i.imgur.com/t8c9DgD.png,,https://i.imgur.com/SQ7yIYY.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
17,b,https://i.imgur.com/psoI8dx.png,,https://i.imgur.com/SQ7yIYY.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
19,b,https://i.imgur.com/6BYmofV.png,,https://i.imgur.com/SQ7yIYY.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
20,b,https://i.imgur.com/qABAoy1.png,,https://i.imgur.com/NX4nyrU.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
21,c,https://i.imgur.com/wTHBPCU.png,,https://i.imgur.com/NX4nyrU.png,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
22,a,https://i.imgur.com/biCZlbH.png,, ,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
34,b,https://i.imgur.com/1oyPePz.png,,,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
36,d,https://i.imgur.com/PxpCOv1.png,,,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
37,a,https://i.imgur.com/vmehCoA.png,,,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
38,a,https://i.imgur.com/XtH8do1.png,,,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
39,c,https://i.imgur.com/0ZMsrl6.png,,,cat_quant,A,B,C,D,6.3,cat,Eng,arun sharma
1,a,https://i.imgur.com/ucFLYFx.png,,https://i.imgur.com/TAQA7QC.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
2,c,https://i.imgur.com/q4hfwDJ.png,,https://i.imgur.com/lQf1nUu.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
3,b,https://i.imgur.com/PDu1HPx.png,,https://i.imgur.com/uOAYa6M.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
4,c,https://i.imgur.com/hRdUQ7H.png,,https://i.imgur.com/UfuCaFF.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
5,a,https://i.imgur.com/2X9gNq2.png,,https://i.imgur.com/SefZhav.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
6,c,https://i.imgur.com/tvGagqi.png,,https://i.imgur.com/IZvKBVM.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
7,c,https://i.imgur.com/R6RPsh4.png,,https://i.imgur.com/u7HrFpG.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
8,a,https://i.imgur.com/wMpjfQL.png,,https://i.imgur.com/nClbbYJ.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
9,c,https://i.imgur.com/o42mnmZ.png,,https://i.imgur.com/5yKFGSe.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
11,a,https://i.imgur.com/KsI5tms.png,,https://i.imgur.com/xlDRQgm.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
12,a,https://i.imgur.com/fq3G0gl.png,,https://i.imgur.com/mHqpQnc.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
13,a,https://i.imgur.com/sLRvJei.png,,https://i.imgur.com/Q93s1pH.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
14,d,https://i.imgur.com/DP5opUL.png,,https://i.imgur.com/0J6okXE.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
15,b,https://i.imgur.com/KFa7FBY.png,,https://i.imgur.com/qsIeSCN.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
17,b,https://i.imgur.com/2Mk0uLU.png,,https://i.imgur.com/jitfdxE.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
18,a,https://i.imgur.com/dDfILHw.png,,https://i.imgur.com/gQaSj9u.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
19,a,https://i.imgur.com/qebvjU0.png,,https://i.imgur.com/BfYoVOB.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
20,b,https://i.imgur.com/QKNcXIC.png,,https://i.imgur.com/6gcz0Uy.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
21,c,https://i.imgur.com/6N0JV41.png,,https://i.imgur.com/eeVWHSh.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
22,a,https://i.imgur.com/osxCbEo.png,,https://i.imgur.com/0MMrCnh.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
23,c,https://i.imgur.com/vGyGn0G.png,,https://i.imgur.com/g14A5fZ.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
24,a,https://i.imgur.com/vSNFHS3.png,,https://i.imgur.com/7R3r98L.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
25,a,https://i.imgur.com/UyHCOSP.png,,https://i.imgur.com/ITYAFOq.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
26,a,https://i.imgur.com/uacnxg2.png,,https://i.imgur.com/ZkXptl0.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
28,a,https://i.imgur.com/1mfC9zz.png,,https://i.imgur.com/z2kOBmx.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
29,b,https://i.imgur.com/DByIfR4.png,,https://i.imgur.com/x1EWpFK.png,cat_quant,A,B,C,D,7.1,cat,Eng,arun sharma
