,sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
2635,11,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (11).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2636,12,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (12).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2637,13,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (13).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2638,14,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (14).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2639,15,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (15).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2640,16,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (16).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2641,17,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (17).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2642,18,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (18).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2643,19,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (19).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2644,20,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (20).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2645,21,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (21).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2646,22,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (22).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2647,23,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (23).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2648,24,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (24).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2649,25,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (25).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2650,26,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (26).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2651,27,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (27).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2652,28,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (28).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2653,29,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (29).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2654,30,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (30).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2655,31,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (31).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2656,32,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (32).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2657,33,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (33).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2658,34,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (34).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2659,35,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (35).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2660,36,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (36).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2661,38,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (37).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2662,39,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (38).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2663,40,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (39).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2664,41,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (40).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2665,42,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (41).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2666,43,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (42).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2667,44,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (43).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2668,45,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (44).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2669,46,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (45).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2670,47,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (46).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2671,48,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (47).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2672,49,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (48).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2673,50,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (49).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2674,51,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (50).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2675,52,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (51).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2676,53,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (52).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2677,54,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (53).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2678,55,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (54).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2679,56,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (55).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2680,57,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (56).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2681,58,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (57).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2682,59,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (58).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2683,60,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (59).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2684,62,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (60).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2685,63,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (61).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2686,64,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (62).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2687,65,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (63).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2688,66,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (64).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2689,67,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (65).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2690,68,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (66).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2691,69,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (67).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2692,70,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (68).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2693,71,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (69).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2694,72,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (70).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2695,73,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (71).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2696,74,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (72).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2697,75,1,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (73).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2698,76,3,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (74).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2699,77,2,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (75).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2700,78,4,https://s3.amazonaws.com/rrbbodhi/rrbGS Bio ch 11 que/1 (76).png,,,general_science,42.1,,,A,B,C,D,E,RRB,Hindi,Lucent,pakshi & jantu
2701,1,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (01).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2702,2,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (02).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2703,3,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (03).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2704,4,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (04).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2705,5,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (05).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2706,6,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (06).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2707,7,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (07).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2708,8,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (08).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2709,9,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (09).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2710,11,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (10).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2711,12,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (11).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2712,13,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (12).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2713,14,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (13).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2714,15,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (14).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2715,16,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (15).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2716,17,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (16).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2717,18,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (17).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2718,19,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (18).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2719,20,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (19).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2720,21,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (20).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2721,22,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (21).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2722,23,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (22).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2723,24,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (23).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2724,25,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (24).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2725,27,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (25).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2726,28,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (26).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2727,29,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (27).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2728,30,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (28).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2729,31,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (29).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2730,32,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (30).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2731,33,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (31).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2732,34,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (32).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2733,35,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (33).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2734,36,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (34).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2735,37,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (35).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2736,38,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (36).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2737,39,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (37).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2738,40,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (38).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2739,41,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (39).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2740,42,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (40).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2741,44,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (41).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2742,45,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (42).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2743,46,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (43).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2744,47,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (44).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2745,48,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (45).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2746,49,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (46).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2747,50,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (47).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2748,51,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (48).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2749,52,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (49).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2750,53,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (50).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2751,54,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (51).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2752,55,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (52).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2753,56,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (53).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2754,57,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (54).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2755,58,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (55).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2756,59,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (56).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2757,60,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (57).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2758,61,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (58).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2759,62,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (59).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2760,63,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (60).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2761,64,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (61).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2762,65,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (62).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2763,67,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (63).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2764,68,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (64).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2765,69,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (65).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2766,70,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (66).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2767,71,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (67).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2768,72,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (68).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2769,73,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (69).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2770,74,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (70).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2771,75,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (71).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2772,76,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (72).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2773,77,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (73).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2774,78,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (74).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2775,79,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (75).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2776,80,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (76).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2777,81,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (77).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2778,82,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (78).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2779,83,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (79).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2780,84,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (80).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2781,85,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (81).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2782,86,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (82).PNG,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2783,88,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (83).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2784,89,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (84).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2785,90,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (85).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2786,91,2,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (86).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2787,92,1,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (87).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2788,93,3,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (88).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
2789,94,4,https://s3.amazonaws.com/rrbbodhi/rrb COMPUTER que/1 (89).png,,,general_science,43.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Computer
