sl.no.,correct,QuestionLink,direction,explanation,sectionType,optA,optB,optC,optD,category,usedFor,lang,source,name
281,4,https://i.imgur.com/v4wRSIn.png,https://i.imgur.com/hHAeGmn.png,https://i.imgur.com/RIKpzv9.png,Reasoning,A,B,C,D,29.1,ssc,Bi,Vidya,Classification
282,2,https://i.imgur.com/mT6lACL.png,https://i.imgur.com/hHAeGmn.png,https://i.imgur.com/vUnjriG.png,Reasoning,A,B,C,D,29.1,ssc,Bi,Vidya,Classification
283,3,https://i.imgur.com/p7xmJ05.png,https://i.imgur.com/hHAeGmn.png,https://i.imgur.com/HpDJIkk.png,Reasoning,A,B,C,D,29.1,ssc,Bi,Vidya,Classification
284,2,https://i.imgur.com/ZitAxcK.png,https://i.imgur.com/hHAeGmn.png,https://i.imgur.com/ix3KD0c.png,Reasoning,A,B,C,D,29.1,ssc,Bi,Vidya,Classification
285,1,https://i.imgur.com/LmVpS85.png,https://i.imgur.com/hHAeGmn.png,https://i.imgur.com/hCWD5WU.png,Reasoning,A,B,C,D,29.1,ssc,Bi,Vidya,Classification
288,1,https://i.imgur.com/fX9l6yC.png,https://i.imgur.com/hHAeGmn.png,https://i.imgur.com/HzSdUiG.png,Reasoning,A,B,C,D,29.1,ssc,Bi,Vidya,Classification
289,4,https://i.imgur.com/QQ8dAR0.png,https://i.imgur.com/hHAeGmn.png,https://i.imgur.com/QdoF9Xk.png,Reasoning,A,B,C,D,29.1,ssc,Bi,Vidya,Classification
290,2,https://i.imgur.com/jNlfKMg.png,https://i.imgur.com/hHAeGmn.png,https://i.imgur.com/5ylayWh.png,Reasoning,A,B,C,D,29.1,ssc,Bi,Vidya,Classification
291,4,https://i.imgur.com/TvvNfc5.png,https://i.imgur.com/hHAeGmn.png,https://i.imgur.com/AJTy1pG.png,Reasoning,A,B,C,D,29.1,ssc,Bi,Vidya,Classification
292,1,https://i.imgur.com/TpAXHRY.png,https://i.imgur.com/hHAeGmn.png,https://i.imgur.com/8efqcwA.png,Reasoning,A,B,C,D,29.1,ssc,Bi,Vidya,Classification
1,1,https://i.imgur.com/ahV9Jc6.png,,https://i.imgur.com/NmKibN7.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
2,2,https://i.imgur.com/lYbzhxN.png,,https://i.imgur.com/8CJ0VZB.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
3,2,https://i.imgur.com/MqZM89I.png,,https://i.imgur.com/cn1oxet.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
4,2,https://i.imgur.com/bSDD8dI.png,,https://i.imgur.com/aYGoXQk.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
5,3,https://i.imgur.com/0KuWVRR.png,,https://i.imgur.com/ds8z1LT.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
6,1,https://i.imgur.com/tLrYfKq.png,,,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
7,2,https://i.imgur.com/57DC9jo.png,,,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
9,2,https://i.imgur.com/HSq9OJ8.png,,https://i.imgur.com/hKBq4ne.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
10,3,https://i.imgur.com/F55UOrE.png,,https://i.imgur.com/eGODUGi.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
11,1,https://i.imgur.com/TEeft1e.png,,https://i.imgur.com/6jNKp1y.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
12,4,https://i.imgur.com/7pSa9OH.png,,https://i.imgur.com/y06ZtGG.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
13,3,https://i.imgur.com/InxAGLN.png,,https://i.imgur.com/BBqTNbI.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
14,1,https://i.imgur.com/7RINUuD.png,,https://i.imgur.com/XZQxkGb.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
15,3,https://i.imgur.com/YWfuw4z.png,,https://i.imgur.com/jvAy5uD.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
16,2,https://i.imgur.com/hPJILCt.png,,,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
17,2,https://i.imgur.com/r6as9qk.png,,https://i.imgur.com/p0x5fv1.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
18,1,https://i.imgur.com/qjY8qae.png,,,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
20,1,https://i.imgur.com/TuYh0oY.png,,https://i.imgur.com/sF0wgxc.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
21,3,https://i.imgur.com/lujxcMF.png,,https://i.imgur.com/UyMgDhl.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
22,2,https://i.imgur.com/OcYb2qP.png,,https://i.imgur.com/LfB4rbA.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
23,3,https://i.imgur.com/L8MnlpQ.png,,,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
24,1,https://i.imgur.com/ykbWCIX.png,,https://i.imgur.com/ODyrIlJ.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
25,2,https://i.imgur.com/mdOrEnX.png,,https://i.imgur.com/cvRN6rR.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
26,3,https://i.imgur.com/VyojwAZ.png,,https://i.imgur.com/Se9DNMy.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
27,2,https://i.imgur.com/GshnVs1.png,,https://i.imgur.com/3Bd3dyy.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
28,1,https://i.imgur.com/eKU1wE7.png,,https://i.imgur.com/xVcDpPQ.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
29,2,https://i.imgur.com/PBWy3y0.png,,https://i.imgur.com/Dz3Azk4.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
30,3,https://i.imgur.com/3NJBzrX.png,,https://i.imgur.com/XgIyz7d.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
31,3,https://i.imgur.com/7iDXQSp.png,,,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
32,3,https://i.imgur.com/30JyLKy.png,,https://i.imgur.com/y4lddSz.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
33,3,https://i.imgur.com/eBA8X7G.png,,,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
34,4,https://i.imgur.com/dYHcgY5.png,,https://i.imgur.com/6HTKpg0.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
35,3,https://i.imgur.com/kAzYsvI.png,,https://i.imgur.com/Vst4t1u.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
36,3,https://i.imgur.com/W3so6yH.png,,https://i.imgur.com/FRGEnzU.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
37,3,https://i.imgur.com/7cRVwjV.png,,https://i.imgur.com/iyANhyl.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
38,2,https://i.imgur.com/NcFpU6K.png,,,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
40,1,https://i.imgur.com/wxpsXTz.png,,https://i.imgur.com/IU7aQn4.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
41,4,https://i.imgur.com/SVVhOI4.png,,https://i.imgur.com/PJsd3qr.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
44,2,https://i.imgur.com/pu13kpx.png,,https://i.imgur.com/wH7TVff.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
45,1,https://i.imgur.com/pgCTLH2.png,,https://i.imgur.com/9XV29VE.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
46,3,https://i.imgur.com/pWHdJoQ.png,,,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
47,3,https://i.imgur.com/kFKThbc.png,,https://i.imgur.com/uI85hHx.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
48,3,https://i.imgur.com/Pl9Evgz.png,,https://i.imgur.com/APhB6H5.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
49,3,https://i.imgur.com/o0KCLoj.png,,https://i.imgur.com/P7ukI5D.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
51,2,https://i.imgur.com/fv6KpLi.png,,https://i.imgur.com/D64KAv3.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
52,2,https://i.imgur.com/jXowdUe.png,,,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
53,3,https://i.imgur.com/6SIZsZx.png,,https://i.imgur.com/yU3Mxcl.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
54,1,https://i.imgur.com/QjbNXTK.png,,https://i.imgur.com/QoYsqBn.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
55,2,https://i.imgur.com/GUjk7o0.png,,https://i.imgur.com/6yB4iKU.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
56,3,https://i.imgur.com/fcdIs17.png,,https://i.imgur.com/JF01oJb.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
58,1,https://i.imgur.com/PAc1EgY.png,,https://i.imgur.com/GximN2i.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
59,2,https://i.imgur.com/mLrldlI.png,,https://i.imgur.com/61qu19d.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
60,2,https://i.imgur.com/5OiSCAZ.png,,https://i.imgur.com/FNU13ZO.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
61,3,https://i.imgur.com/zktsFjb.png,,https://i.imgur.com/XreDD1B.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
62,3,https://i.imgur.com/Vz3RCdn.png,,https://i.imgur.com/tV1DM9Y.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
63,4,https://i.imgur.com/T2bh5Jn.png,,https://i.imgur.com/joLV5dh.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
65,1,https://i.imgur.com/SjnBF9u.png,,https://i.imgur.com/4ZjbmfA.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
66,1,https://i.imgur.com/li6x9ic.png,,https://i.imgur.com/a2dYQT1.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
67,1,https://i.imgur.com/1Cnrcac.png,,https://i.imgur.com/EZcS4ST.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
69,4,https://i.imgur.com/3DBm8C2.png,,https://i.imgur.com/JDauhtJ.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
70,2,https://i.imgur.com/W1i5riG.png,,https://i.imgur.com/6FoSpeq.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
71,2,https://i.imgur.com/vwVvTZm.png,,https://i.imgur.com/ZTkL2tR.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
72,4,https://i.imgur.com/P712BAd.png,,https://i.imgur.com/kECMF6M.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
74,4,https://i.imgur.com/Ltzs2Cn.png,,https://i.imgur.com/4f6HP8d.png,Reasoning,A,B,C,D,16.1,ssc,Bi,Vidya,Coding Decoding
1,4,https://i.imgur.com/e5oruy1.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/BpEIOYo.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
2,4,https://i.imgur.com/z6bs7aR.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/cXKD6Va.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
4,4,https://i.imgur.com/hCbAiwu.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/Wh71Tuq.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
5,3,https://i.imgur.com/TlOfCjv.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/77ArBYC.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
7,2,https://i.imgur.com/Dyyv3Ad.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/xxIZk5l.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
10,2,https://i.imgur.com/ZOEd2SJ.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/TRgFEVR.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
12,1,https://i.imgur.com/9sfIQxf.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/IeBAC81.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
15,3,https://i.imgur.com/McBcV1K.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/XutbOrQ.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
17,1,https://i.imgur.com/XcgOFZ6.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/6yfzzcB.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
19,1,https://i.imgur.com/VluBq9Y.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/FzgSRFa.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
22,4,https://i.imgur.com/pcZLFKm.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/KxqfkJi.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
25,3,https://i.imgur.com/bLNcPFR.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/xBrZzau.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
27,2,https://i.imgur.com/SQo0NVp.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/pKQxveJ.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
28,4,https://i.imgur.com/lR3cgZ5.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/lXBqM7s.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
29,3,https://i.imgur.com/WfxYdKT.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/fZkG0lZ.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
30,4,https://i.imgur.com/EEzuHgd.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/fxgktfi.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
32,4,https://i.imgur.com/vWLtVfT.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/X2WeAXs.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
35,1,https://i.imgur.com/8IqGWwk.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/bsv1tTm.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
37,3,https://i.imgur.com/MA0Ix2v.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/cda3BlW.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
39,3,https://i.imgur.com/y26IDuV.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/O8jM7Lo.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
41,3,https://i.imgur.com/PZWJ8dH.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/VnOes9G.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
43,4,https://i.imgur.com/LSl8APG.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/9uwlnc2.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
45,2,https://i.imgur.com/BJbsW8m.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/2AYaLjh.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
47,3,https://i.imgur.com/RqWhDg3.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/3mh8UMn.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
49,2,https://i.imgur.com/1NC7YWW.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/0lQJstA.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
50,4,https://i.imgur.com/97VdBhO.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/GtncYv7.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
52,1,https://i.imgur.com/8hRO3O4.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/qAC12JL.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
54,1,https://i.imgur.com/34fpcqu.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/4XT1iLU.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
56,4,https://i.imgur.com/i1rA7L7.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/g7EF0O7.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
58,3,https://i.imgur.com/EW49QIh.png,https://i.imgur.com/ix3jlOp.png,https://i.imgur.com/icFL1hp.png,Reasoning,A,B,C,D,10.1,ssc,Bi,Vidya,Statement & Conclusion
1,4,https://i.imgur.com/7DM4xu5.png,,https://i.imgur.com/HdyR4E4.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
2,1,https://i.imgur.com/WLGKbj5.png,,https://i.imgur.com/faVIiHe.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
3,1,https://i.imgur.com/Ei8YKFq.png,,https://i.imgur.com/f993QK5.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
4,4,https://i.imgur.com/Oku2QIc.png,,https://i.imgur.com/mKh6nJ2.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
5,1,https://i.imgur.com/zFFrblG.png,,https://i.imgur.com/VracKbv.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
6,2,https://i.imgur.com/52eTEBA.png,,https://i.imgur.com/L9WG61e.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
7,3,https://i.imgur.com/KcdlMk8.png,,https://i.imgur.com/vC4aXnq.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
8,2,https://i.imgur.com/nGDsomC.png,,https://i.imgur.com/ZZRTE7c.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
9,1,https://i.imgur.com/cmE8yRi.png,,https://i.imgur.com/yICjsq1.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
10,2,https://i.imgur.com/A6El3xn.png,,https://i.imgur.com/PhisR6t.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
11,3,https://i.imgur.com/BtjH9QJ.png,,https://i.imgur.com/tqDfyeS.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
12,3,https://i.imgur.com/x5F71mC.png,,https://i.imgur.com/Tee0fVh.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
13,1,https://i.imgur.com/B0hEBj4.png,,https://i.imgur.com/xcOs3aw.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
14,4,https://i.imgur.com/4lK3GRK.png,,https://i.imgur.com/4JhEMrG.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
15,2,https://i.imgur.com/VFTHCL3.png,,https://i.imgur.com/AkrHD9S.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
16,1,https://i.imgur.com/wKDu0DD.png,,https://i.imgur.com/yOEgJvM.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
17,1,https://i.imgur.com/WZFQOYT.png,,https://i.imgur.com/EhfRUWV.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
18,1,https://i.imgur.com/1WjWrvd.png,,https://i.imgur.com/U8I1a7Q.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
19,3,https://i.imgur.com/zcpKKfx.png,,https://i.imgur.com/6xL05vq.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
20,3,https://i.imgur.com/bDUeOEo.png,,https://i.imgur.com/AYoIPg0.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
21,1,https://i.imgur.com/Xt19t5s.png,,https://i.imgur.com/VmPJCbO.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
22,1,https://i.imgur.com/lJ6jR9q.png,,https://i.imgur.com/3AD6yyi.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
23,4,https://i.imgur.com/hqbpU4O.png,,https://i.imgur.com/VbxgPRR.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
24,1,https://i.imgur.com/p2vBccO.png,,https://i.imgur.com/vRIbAjI.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
25,2,https://i.imgur.com/UDmNQ6q.png,,https://i.imgur.com/UTagD1T.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
26,1,https://i.imgur.com/UytM95g.png,,https://i.imgur.com/VBKrJdV.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
27,3,https://i.imgur.com/AbHYqZX.png,,https://i.imgur.com/TNbnerE.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
28,1,https://i.imgur.com/XhwxgyG.png,,https://i.imgur.com/cFBwgBs.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
29,2,https://i.imgur.com/eICqJfK.png,,https://i.imgur.com/5ge2NC5.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
30,4,https://i.imgur.com/aKfE1xz.png,,https://i.imgur.com/UpB4YL6.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
31,1,https://i.imgur.com/seyIyZg.png,,https://i.imgur.com/g4isYJW.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
32,3,https://i.imgur.com/z0W45XU.png,,https://i.imgur.com/uKoLaVc.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
33,3,https://i.imgur.com/XYfijMx.png,,https://i.imgur.com/RwwNlyU.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
34,4,https://i.imgur.com/uh4WVtK.png,,https://i.imgur.com/ZB5C2yC.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
35,3,https://i.imgur.com/AjYZQXR.png,,https://i.imgur.com/YXRRe4Q.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
36,2,https://i.imgur.com/3IerAUY.png,,https://i.imgur.com/xDLUA30.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
37,4,https://i.imgur.com/1HKESIz.png,,https://i.imgur.com/n5lEraF.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
38,2,https://i.imgur.com/d9XKHiI.png,,https://i.imgur.com/J8eEbAy.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
39,2,https://i.imgur.com/bfNvHNY.png,,https://i.imgur.com/PM3xLys.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
40,2,https://i.imgur.com/zC7FsBi.png,,https://i.imgur.com/JctHYGr.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
41,3,https://i.imgur.com/wNPQ8HU.png,,https://i.imgur.com/tuTOrdv.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
42,3,https://i.imgur.com/SMelfcv.png,,https://i.imgur.com/Vk9APls.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
43,2,https://i.imgur.com/qy8rYTK.png,,https://i.imgur.com/z9pXK21.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
44,4,https://i.imgur.com/TNxkixh.png,,https://i.imgur.com/XC8f5i1.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
45,2,https://i.imgur.com/pJevIJd.png,,https://i.imgur.com/EhHxMfk.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
46,4,https://i.imgur.com/DUAWmTn.png,,https://i.imgur.com/JxNFYuk.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
47,4,https://i.imgur.com/mr5xieH.png,,https://i.imgur.com/uxgLBOv.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
48,2,https://i.imgur.com/H0TSfXb.png,,https://i.imgur.com/GvLzE8A.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
49,2,https://i.imgur.com/xmh9fY7.png,,https://i.imgur.com/rPQDuNE.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
50,1,https://i.imgur.com/kDMG24c.png,,https://i.imgur.com/wnDV8Hz.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
52,4,https://i.imgur.com/YzT1vsw.png,,https://i.imgur.com/60SCfr7.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
53,2,https://i.imgur.com/nIqkFpz.png,,https://i.imgur.com/mLXlplV.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
54,4,https://i.imgur.com/me0dxFi.png,,https://i.imgur.com/wL9Yect.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
55,3,https://i.imgur.com/LM32qcJ.png,,https://i.imgur.com/m7dhFIv.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
56,1,https://i.imgur.com/HsO96C7.png,,https://i.imgur.com/vjanHsP.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
