sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
72,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan413 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_4 (02).png,Chemistry_NEET,8.1,1,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
73,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan413 (05).png,,,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
74,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan414 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_4 (03).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
75,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan414 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_4 (04).png,Chemistry_NEET,8.1,1,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
76,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan414 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_4 (05).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
77,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan415 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (01).png,Chemistry_NEET,8.1,3,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
78,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan415 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (02).png,Chemistry_NEET,8.1,3,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
79,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan415 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (03).png,Chemistry_NEET,8.1,3,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
80,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan415 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (04).png,Chemistry_NEET,8.1,3,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
81,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan415 (05).png,,,Chemistry_NEET,8.1,3,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
82,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan416 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (06).png,Chemistry_NEET,8.1,3,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
83,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan416 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (07).png,Chemistry_NEET,8.1,3,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
84,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan416 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (08).png,Chemistry_NEET,8.1,3,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
85,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan416 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (09).png,Chemistry_NEET,8.1,3,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
86,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan416 (05).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (10).png,Chemistry_NEET,8.1,3,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
87,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan416 (06).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (11).png,Chemistry_NEET,8.1,3,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
88,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan416 (07).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (12).png,Chemistry_NEET,8.1,3,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
89,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan416 (08).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (13).png,Chemistry_NEET,8.1,3,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
90,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan416 (09).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_5 (14).png,Chemistry_NEET,8.1,3,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
91,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan416 (10).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_6 (01).png,Chemistry_NEET,8.1,3,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
92,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan417 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_6 (02).png,Chemistry_NEET,8.1,3,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
93,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan417 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_6 (03).png,Chemistry_NEET,8.1,3,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
94,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan417 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_6 (04).png,Chemistry_NEET,8.1,3,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
95,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan417 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_6 (05).png,Chemistry_NEET,8.1,3,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
96,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan418 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_6 (06).png,Chemistry_NEET,8.1,3,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
97,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan418 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_6 (07).png,Chemistry_NEET,8.1,3,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
1,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan293 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (01).png,Chemistry_NEET,6.1,1,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
2,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan293 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (01).png,Chemistry_NEET,6.1,1,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
3,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan293 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (02).png,Chemistry_NEET,6.1,1,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
4,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan293 (04).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (03).png,Chemistry_NEET,6.1,1,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
5,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan293 (05).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (04).png,Chemistry_NEET,6.1,1,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
6,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan293 (06).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (05).png,Chemistry_NEET,6.1,1,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
7,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan293 (07).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (06).png,Chemistry_NEET,6.1,1,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
8,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan293 (08).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (07).png,Chemistry_NEET,6.1,1,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
9,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan294 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (08).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
10,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan294 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (09).png,Chemistry_NEET,6.1,2,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
11,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan294 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (10).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
12,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan294 (04).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (11).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
13,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan294 (05).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (12).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
14,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan294 (06).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (13).png,Chemistry_NEET,6.1,2,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
15,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan294 (07).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (14).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
16,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan294 (08).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (15).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
17,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan294 (09).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (16).png,Chemistry_NEET,6.1,2,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
18,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan294 (10).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (18).png,Chemistry_NEET,6.1,2,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
19,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan295 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (19).png,Chemistry_NEET,6.1,5,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
20,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan295 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_63 (20).png,Chemistry_NEET,6.1,5,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
21,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan295 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (01).png,Chemistry_NEET,6.1,5,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
22,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan295 (04).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (02).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
23,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan295 (05).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (03).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
24,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan295 (06).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (04).png,Chemistry_NEET,6.1,1,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
25,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan295 (07).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (05).png,Chemistry_NEET,6.1,1,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
26,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan295 (08).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (06).png,Chemistry_NEET,6.1,1,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
27,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan295 (09).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (07).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
28,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan295 (10).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (08).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
29,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan296 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (09).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
30,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan296 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (10).png,Chemistry_NEET,6.1,2,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
31,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan296 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (11).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
32,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan296 (04).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (12).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
33,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan296 (05).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (13).png,Chemistry_NEET,6.1,2,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
34,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan296 (06).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (14).png,Chemistry_NEET,6.1,2,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
35,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan296 (07).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (15).png,Chemistry_NEET,6.1,2,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
36,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan296 (08).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (16).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
37,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan296 (09).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (17).png,Chemistry_NEET,6.1,2,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
38,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan297 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_64 (18).png,Chemistry_NEET,6.1,2,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
39,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan297 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (01).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
40,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan297 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (02).png,Chemistry_NEET,6.1,2,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
41,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan297 (06).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (03).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
42,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan297 (07).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (04).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
43,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan297 (08).png,,,Chemistry_NEET,6.1,3,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
44,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan298 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (05).png,Chemistry_NEET,6.1,3,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
45,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan298 (02).png,,,Chemistry_NEET,6.1,3,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
46,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan298 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (06).png,Chemistry_NEET,6.1,3,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
47,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan298 (04).png,,,Chemistry_NEET,6.1,3,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
48,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan298 (05).png,,,Chemistry_NEET,6.1,3,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
49,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan298 (06).png,,,Chemistry_NEET,6.1,3,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
50,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan298 (07).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (07).png,Chemistry_NEET,6.1,3,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
51,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan298 (08).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (08).png,Chemistry_NEET,6.1,3,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
52,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan298 (09).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (09).png,Chemistry_NEET,6.1,2,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
53,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan298 (10).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (10).png,Chemistry_NEET,6.1,3,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
54,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan298 (11).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (11).png,Chemistry_NEET,6.1,3,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
55,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan299 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (12).png,Chemistry_NEET,6.1,3,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
56,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan299 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (13).png,Chemistry_NEET,6.1,3,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
57,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan299 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (14).png,Chemistry_NEET,6.1,3,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
58,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan299 (04).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_65 (15).png,Chemistry_NEET,6.1,3,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
59,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan299 (05).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (01).png,Chemistry_NEET,6.1,3,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
60,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan299 (06).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (02).png,Chemistry_NEET,6.1,3,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
61,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan299 (07).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (03).png,Chemistry_NEET,6.1,3,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
62,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan299 (08).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (04).png,Chemistry_NEET,6.1,3,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
63,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan300 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (05).png,Chemistry_NEET,6.1,3,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
64,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan300 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (06).png,Chemistry_NEET,6.1,4,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
65,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan300 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (07).png,Chemistry_NEET,6.1,4,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
66,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan300 (04).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (08).png,Chemistry_NEET,6.1,4,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
67,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan300 (05).png,,,Chemistry_NEET,6.1,4,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
68,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan300 (06).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (09).png,Chemistry_NEET,6.1,4,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
69,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan301 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (10).png,Chemistry_NEET,6.1,4,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
70,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan301 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (11).png,Chemistry_NEET,6.1,4,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
71,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan301 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (12).png,Chemistry_NEET,6.1,4,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
72,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan301 (04).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (13).png,Chemistry_NEET,6.1,4,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
73,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan301 (05).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (14).png,Chemistry_NEET,6.1,2,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
74,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan301 (06).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_66 (15).png,Chemistry_NEET,6.1,4,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
75,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan301 (07).png,,,Chemistry_NEET,6.1,4,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
76,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan301 (08).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (01).png,Chemistry_NEET,6.1,4,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
77,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan301 (09).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (02).png,Chemistry_NEET,6.1,4,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
78,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan302 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (03).png,Chemistry_NEET,6.1,5,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
