,sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
1875,60,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/23 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/23 (01).png,bio,36.1,1,M,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1876,61,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/23 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/23 (02).png,bio,36.1,2,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1877,62,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/24 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/24 (01).png,bio,36.1,2,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1878,63,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/24 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/24 (02).png,bio,36.1,2,D,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1879,64,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/24 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/24 (03).png,bio,36.1,3,D,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1880,65,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/24 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/24 (04).png,bio,36.1,1,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1881,66,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/25 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/25 (01).png,bio,36.1,1,D,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1882,67,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/25 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/25 (02).png,bio,36.1,4,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1883,68,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/25 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/25 (03).png,bio,36.1,1,M,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1884,69,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/26 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/26 (01).png,bio,36.1,1,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1885,70,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/26 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/26 (02).png,bio,36.1,2,M,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1886,71,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/26 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/26 (03).png,bio,36.1,1,M,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1887,72,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/26 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/26 (04).png,bio,36.1,1,M,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1888,73,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/26 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/26 (05).png,bio,36.1,2,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1889,74,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/26 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/26 (06).png,bio,36.1,1,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1890,1,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/26 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/26 (07).png,bio,36.1,4,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1891,2,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/26 (08).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/26 (08).png,bio,36.1,4,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1892,3,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/26 (09).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/26 (09).png,bio,36.1,4,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1893,4,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/26 (10).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/26 (10).png,bio,36.1,4,M,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1894,5,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/27 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/27 (01).png,bio,36.1,4,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1895,6,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/27 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/27 (02).png,bio,36.1,4,M,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1896,7,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/27 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/27 (03).png,bio,36.1,4,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1897,8,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/27 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/27 (04).png,bio,36.1,4,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1898,9,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/27 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/27 (05).png,bio,36.1,4,M,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1899,10,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/27 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/27 (06).png,bio,36.1,3,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1900,11,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/28 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/28 (01).png,bio,36.1,4,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1901,12,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/28 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/28 (02).png,bio,36.1,4,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1902,13,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/28 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/28 (03).png,bio,36.1,4,M,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1903,14,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/28 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/28 (04).png,bio,36.1,4,D,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1904,15,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/28 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/28 (05).png,bio,36.1,4,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1905,16,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/28 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/28 (06).png,bio,36.1,4,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1906,17,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/28 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/28 (07).png,bio,36.1,2,M,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1907,1,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/31.png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/31 (08).png,bio,36.1,3,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1908,2,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/32 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/32 (01).png,bio,36.1,3,D,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1909,3,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/32 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/32 (02).png,bio,36.1,3,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1910,4,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/32 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/32 (03).png,bio,36.1,3,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1911,5,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/32 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/32 (04).png,bio,36.1,3,D,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1912,6,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/33 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/33 (01).png,bio,36.1,3,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1913,7,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/33 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/33 (02).png,bio,36.1,3,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1914,8,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/33 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/33 (03).png,bio,36.1,3,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1915,9,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/33 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/33 (04).png,bio,36.1,3,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1916,10,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/33 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/33 (05).png,bio,36.1,3,M,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1917,11,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/34 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/34 (01).png,bio,36.1,3,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1918,12,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/34 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/34 (02).png,bio,36.1,3,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1919,13,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 ques/34 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 36 sol/34 (03).png,bio,36.1,3,E,A,B,C,D,,NEET,Eng,Universal,Ecosystem
1920,1,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/21 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/21 (01).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1921,2,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/21 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/21 (02).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1922,3,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/21 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/21 (03).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1923,4,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/21 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/21 (04).png,bio,37.1,1,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1924,5,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/21 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/21 (05).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1925,6,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/21 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/21 (06).png,bio,37.1,3,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1926,7,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/21 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/21 (07).png,bio,37.1,2,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1927,8,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/21 (08).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/21 (08).png,bio,37.1,2,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1928,9,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/22 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/22 (01).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1929,10,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/22 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/22 (02).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1930,11,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/22 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/22 (03).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1931,12,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/22 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/22 (04).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1932,13,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/22 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/22 (05).png,bio,37.1,3,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1933,14,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/22 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/22 (06).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1934,15,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/22 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/22 (07).png,bio,37.1,1,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1935,16,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/22 (08).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/22 (08).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1936,17,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/22 (09).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/22 (09).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1937,18,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/22 (10).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/22 (10).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1938,19,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/22 (11).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/22 (11).png,bio,37.1,1,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1939,20,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (01).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1940,21,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (02).png,bio,37.1,2,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1941,22,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (03).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1942,23,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (04).png,bio,37.1,2,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1943,24,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (05).png,bio,37.1,2,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1944,25,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (06).png,bio,37.1,1,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1945,26,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (07).png,bio,37.1,1,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1946,27,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (08).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (08).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1947,28,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (09).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (09).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1948,30,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (11).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (11).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1949,31,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (12).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (12).png,bio,37.1,2,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1950,32,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (13).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (13).png,bio,37.1,1,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1951,33,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (14).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (14).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1952,34,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/23 (15).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/23 (15).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1953,35,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/24 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/24 (01).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1954,36,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/24 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/24 (02).png,bio,37.1,1,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1955,37,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/24 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/24 (03).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1956,38,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/24 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/24 (04).png,bio,37.1,1,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1957,39,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/24 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/24 (05).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1958,40,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/24 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/24 (06).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1959,41,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/24 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/24 (07).png,bio,37.1,1,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1960,42,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/24 (08).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/24 (08).png,bio,37.1,3,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1961,43,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/24 (09).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/24 (09).png,bio,37.1,2,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1962,44,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/24 (10).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/24 (10).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1963,45,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/24 (11).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/24 (11).png,bio,37.1,1,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1964,46,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/25 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/25 (01).png,bio,37.1,2,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1965,47,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/25 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/25 (02).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1966,48,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/25 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/25 (03).png,bio,37.1,2,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1967,49,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/25 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/25 (04).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1968,50,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/25 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/25 (05).png,bio,37.1,1,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1969,51,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/25 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/25 (06).png,bio,37.1,2,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1970,52,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/26 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/26 (01).png,bio,37.1,2,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1971,53,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/26 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/26 (02).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1972,54,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/26 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/26 (03).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1973,55,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/26 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/26 (04).png,bio,37.1,2,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1974,56,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/26 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/26 (05).png,bio,37.1,3,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1975,57,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/26 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/26 (06).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1976,58,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/27 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/27 (01).png,bio,37.1,2,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1977,59,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/27 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/27 (02).png,bio,37.1,1,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1978,60,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/28 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/28 (01).png,bio,37.1,1,D,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1979,61,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/28 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/28 (02).png,bio,37.1,3,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1980,62,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/28 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/28 (03).png,bio,37.1,2,M,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1981,63,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/28 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/28 (04).png,bio,37.1,1,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
1982,64,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 ques/28 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 37 sol/28 (05).png,bio,37.1,3,E,A,B,C,D,,NEET,Eng,Universal,Biodiversity And Conservation
