,sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
1933,14,a,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 4 que/30 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 4 sol/30 (02).png,Physics_NEET,6.1,22,E,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1934,15,d,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 4 que/30 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 4 sol/30 (03).png,Physics_NEET,6.1,22,M,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1935,13,d,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 4 que/30 (01).png,,,Physics_NEET,6.1,22,M,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1936,1,d,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/30 (04).png,,,Physics_NEET,6.1,16,E,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1937,2,c,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/30 (05).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 sol/30 (05).png,Physics_NEET,6.1,15,E,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1938,3,a,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/30 (06).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 sol/30 (06).png,Physics_NEET,6.1,16,M,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1939,4,d,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/31 (01).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 sol/31 (01).png,Physics_NEET,6.1,16,M,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1940,7,c,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/31 (04).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 sol/31 (04).png,Physics_NEET,6.1,18,M,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1941,8,d,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/31 (05).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 sol/31 (05).png,Physics_NEET,6.1,16,M,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1942,9,a,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/32 (01).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 sol/32 (01).png,Physics_NEET,6.1,0,M,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1943,11,d,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/32 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 sol/32 (03).png,Physics_NEET,6.1,20,M,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1944,12,a,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/32 (04).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 sol/32 (04).png,Physics_NEET,6.1,17,M,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1945,5,d,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/31 (02).png,,,Physics_NEET,6.1,16,E,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1946,6,c,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/31 (03).png,,,Physics_NEET,6.1,15,E,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1947,10,b,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 5 qus/32 (02).png,,,Physics_NEET,6.1,15,E,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1948,1,b,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 6 que/35 (01).png,,,Physics_NEET,6.1,17,E,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1949,2,c,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 6 que/35 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 6 sol/35 (02).png,Physics_NEET,6.1,18,M,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1950,3,a,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 6 que/35 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy workenergypwr l 6 sol/35 (03).png,Physics_NEET,6.1,18,E,A,B,C,D,E,NEET_XI,Eng,Universal,Work Energy Power And Collision
1951,1,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /20 (01).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/20 (01).png,Physics_NEET,7.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1952,2,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /20 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/20 (02).png,Physics_NEET,7.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1953,3,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /21 (01).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/21 (01).png,Physics_NEET,7.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1954,4,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /21 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/21 (02).png,Physics_NEET,7.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1955,5,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /21 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/21 (03).png,Physics_NEET,7.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1956,6,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /21 (04).png,,,Physics_NEET,7.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1957,7,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /21 (05).png,,,Physics_NEET,7.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1958,8,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /21 (06).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/21 (06).png,Physics_NEET,7.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1959,9,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /22 (01).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/22 (01).png,Physics_NEET,7.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1960,10,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /22 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/22 (02).png,Physics_NEET,7.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1961,11,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /22 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/22 (03).png,Physics_NEET,7.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1962,12,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /22 (04).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/22 (04).png,Physics_NEET,7.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1963,13,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /22 (05).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/22 (05).png,Physics_NEET,7.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1964,14,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /22 (06).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/22 (06).png,Physics_NEET,7.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1965,15,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /23 (01).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/23 (01).png,Physics_NEET,7.1,1,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1966,16,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /23 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/23 (02).png,Physics_NEET,7.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1967,17,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /23 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/23 (03).png,Physics_NEET,7.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1968,18,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /23 (04).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/23 (04).png,Physics_NEET,7.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1969,19,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /24 (01).png,,,Physics_NEET,7.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1970,20,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1ques /24 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 1sol/24 (02).png,Physics_NEET,7.1,1,D,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1971,1,e,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/24 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/24 (03).png,Physics_NEET,7.1,5,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1972,2,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/24 (04).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/24 (04).png,Physics_NEET,7.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1973,3,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/24 (05).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/24 (05).png,Physics_NEET,7.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1974,4,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/24 (06).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/24 (06).png,Physics_NEET,7.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1975,5,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/24 (07).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/24 (07).png,Physics_NEET,7.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1976,6,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/24 (08).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/24 (08).png,Physics_NEET,7.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1977,7,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/24 (09).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/24 (09).png,Physics_NEET,7.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1978,8,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/25 (01).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/25 (01).png,Physics_NEET,7.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1979,9,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/25 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/25 (02).png,Physics_NEET,7.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1980,10,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/25 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/25 (03).png,Physics_NEET,7.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1981,11,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/25 (04).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/25 (04).png,Physics_NEET,7.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1982,12,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/25 (05).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/25 (05).png,Physics_NEET,7.1,2,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1983,13,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/25 (06).png,,,Physics_NEET,7.1,3,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1984,14,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2qes/25 (07).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 2sol/25 (07).png,Physics_NEET,7.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1985,1,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/25 (08).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/25 (08).png,Physics_NEET,7.1,6,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1986,2,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/25 (09).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/25 (09).png,Physics_NEET,7.1,6,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1987,3,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/25 (10).png,,,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1988,4,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/25 (11).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/25 (11).png,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1989,5,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (01).png,,,Physics_NEET,7.1,6,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1990,6,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/26 (02).png,Physics_NEET,7.1,6,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1991,7,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/26 (03).png,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1992,8,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (04).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/26 (04).png,Physics_NEET,7.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1993,9,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (05).png,,,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1994,10,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (06).png,,,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1995,11,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (07).png,,,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1996,12,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (08).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/26 (08).png,Physics_NEET,7.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1997,13,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (09).png,,,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1998,14,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (10).png,,,Physics_NEET,7.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
1999,15,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (11).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/26 (11).png,Physics_NEET,7.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2000,16,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/26 (12).png,,,Physics_NEET,7.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2001,17,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (01).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/27 (01).png,Physics_NEET,7.1,6,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2002,18,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/27 (02).png,Physics_NEET,7.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2003,19,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/27 (03).png,Physics_NEET,7.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2004,20,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (04).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/27 (04).png,Physics_NEET,7.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2005,21,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (05).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/27 (05).png,Physics_NEET,7.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2006,22,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (06).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/27 (06).png,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2007,23,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (07).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/27 (07).png,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2008,24,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (08).png,,,Physics_NEET,7.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2009,25,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (09).png,,,Physics_NEET,7.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2010,26,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (10).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/27 (10).png,Physics_NEET,7.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2011,27,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (11).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/27 (11).png,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2012,28,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (12).png,,,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2013,29,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (13).png,,,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2014,30,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/27 (14).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/27 (14).png,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2015,31,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/28 (01).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/28 (01).png,Physics_NEET,7.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2016,32,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/28 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/28 (02).png,Physics_NEET,7.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2017,33,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/28 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/28 (03).png,Physics_NEET,7.1,8,D,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2018,34,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/28 (04).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/28 (04).png,Physics_NEET,7.1,6,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2019,35,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/28 (05).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/28 (05).png,Physics_NEET,7.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2020,36,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/29 (01).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/29 (01).png,Physics_NEET,7.1,6,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2021,37,e,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/29 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/29 (02).png,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2022,38,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/29 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/29 (03).png,Physics_NEET,7.1,6,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2023,39,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/29 (04).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/29 (04).png,Physics_NEET,7.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2024,40,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/31 (01).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/31 (01).png,Physics_NEET,7.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2025,41,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/31 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/31 (02).png,Physics_NEET,7.1,9,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2026,42,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/31 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/31 (03).png,Physics_NEET,7.1,9,D,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2027,43,d,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/31 (04).png,,,Physics_NEET,7.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2028,44,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3que/31 (05).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 3sol/31 (05).png,Physics_NEET,7.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2029,1,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4ques/31 (06).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4sol/31 (06).png,Physics_NEET,7.1,10,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2030,2,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4ques/31 (07).png,,,Physics_NEET,7.1,10,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2031,3,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4ques/31 (08).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4sol/31 (08).png,Physics_NEET,7.1,10,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2032,4,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4ques/31 (09).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4sol/31 (09).png,Physics_NEET,7.1,10,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2033,5,c,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4ques/32 (01).png,,,Physics_NEET,7.1,10,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2034,6,a,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4ques/32 (02).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4sol/32 (02).png,Physics_NEET,7.1,10,M,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
2035,7,b,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4ques/32 (03).png,,https://s3.amazonaws.com/trialgeometry2/11phy7rotetmotion l 4sol/32 (03).png,Physics_NEET,7.1,11,E,A,B,C,D,E,NEET_XI,Eng,Universal,Rotational Motion
